UTC,Date,Local,Away,Home,Venue,TZ,Description
2023-03-09T01:05:00+00:00,2023-03-08,06:05 PM,Chicago White Sox,Kansas City Royals,Surprise Stadium,US/Arizona,Spring Training
2023-03-09T02:05:00+00:00,2023-03-08,07:05 PM,United States,San Francisco Giants,Scottsdale Stadium,US/Arizona,Exhibition
2023-03-09T18:05:00+00:00,2023-03-09,01:05 PM,Detroit Tigers,Pittsburgh Pirates,LECOM Park,US/Eastern,Spring Training
2023-03-09T18:05:00+00:00,2023-03-09,01:05 PM,Toronto Blue Jays,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-09T18:05:00+00:00,2023-03-09,01:05 PM,Baltimore Orioles,Philadelphia Phillies,BayCare Ballpark,US/Eastern,Spring Training
2023-03-09T18:05:00+00:00,2023-03-09,01:05 PM,Boston Red Sox,New York Yankees,George M. Steinbrenner Field,US/Eastern,Spring Training
2023-03-09T18:05:00+00:00,2023-03-09,01:05 PM,Dominican Republic,Minnesota Twins,Hammond Stadium,US/Eastern,Exhibition
2023-03-09T18:05:00+00:00,2023-03-09,01:05 PM,Nicaragua,St. Louis Cardinals,Roger Dean Chevrolet Stadium,US/Eastern,Exhibition
2023-03-09T18:07:00+00:00,2023-03-09,01:07 PM,Atlanta Braves,Toronto Blue Jays,TD Ballpark,US/Eastern,Spring Training
2023-03-09T18:10:00+00:00,2023-03-09,01:10 PM,Venezuela,New York Mets,Clover Park,US/Eastern,Exhibition
2023-03-09T20:05:00+00:00,2023-03-09,01:05 PM,Cincinnati Reds,Chicago Cubs,Sloan Park,US/Arizona,Spring Training
2023-03-09T20:05:00+00:00,2023-03-09,01:05 PM,Los Angeles Dodgers,Oakland Athletics,Hohokam Stadium,US/Arizona,Spring Training
2023-03-09T20:05:00+00:00,2023-03-09,01:05 PM,San Diego Padres,Cleveland Guardians,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-09T20:05:00+00:00,2023-03-09,01:05 PM,Milwaukee Brewers,San Francisco Giants,Scottsdale Stadium,US/Arizona,Spring Training
2023-03-09T20:05:00+00:00,2023-03-09,01:05 PM,Colombia,Chicago White Sox,Camelback Ranch,US/Arizona,Exhibition
2023-03-09T20:05:00+00:00,2023-03-09,01:05 PM,Great Britain,Kansas City Royals,Surprise Stadium,US/Arizona,Exhibition
2023-03-09T20:10:00+00:00,2023-03-09,01:10 PM,Canada,Seattle Mariners,Peoria Stadium,US/Arizona,Exhibition
2023-03-09T20:10:00+00:00,2023-03-09,01:10 PM,Mexico,Colorado Rockies,Salt River Fields at Talking Stick,US/Arizona,Exhibition
2023-03-09T20:10:00+00:00,2023-03-09,01:10 PM,United States,Los Angeles Angels,Tempe Diablo Stadium,US/Arizona,Exhibition
2023-03-09T23:05:00+00:00,2023-03-09,06:05 PM,Israel,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Exhibition
2023-03-09T08:33:00+00:00,2023-03-09,03:33 AM,Puerto Rico,Atlanta Braves,CoolToday Park,US/Eastern,Exhibition
2023-03-10T18:05:00+00:00,2023-03-10,01:05 PM,Toronto Blue Jays,Boston Red Sox,JetBlue Park,US/Eastern,Spring Training
2023-03-10T18:05:00+00:00,2023-03-10,01:05 PM,Pittsburgh Pirates,Philadelphia Phillies,BayCare Ballpark,US/Eastern,Spring Training
2023-03-10T18:05:00+00:00,2023-03-10,01:05 PM,Atlanta Braves,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-10T18:05:00+00:00,2023-03-10,01:05 PM,New York Yankees,Detroit Tigers,Publix Field at Joker Marchant Stadium,US/Eastern,Spring Training
2023-03-10T18:10:00+00:00,2023-03-10,01:10 PM,Houston Astros,New York Mets,Clover Park,US/Eastern,Spring Training
2023-03-10T20:05:00+00:00,2023-03-10,01:05 PM,Los Angeles Angels,Los Angeles Dodgers,Camelback Ranch,US/Arizona,Spring Training
2023-03-10T20:05:00+00:00,2023-03-10,01:05 PM,San Diego Padres,Kansas City Royals,Surprise Stadium,US/Arizona,Spring Training
2023-03-10T20:05:00+00:00,2023-03-10,01:05 PM,Texas Rangers,Oakland Athletics,Hohokam Stadium,US/Arizona,Spring Training
2023-03-10T20:05:00+00:00,2023-03-10,01:05 PM,Chicago White Sox,Chicago Cubs,Sloan Park,US/Arizona,Spring Training
2023-03-10T20:10:00+00:00,2023-03-10,01:10 PM,Cincinnati Reds,Seattle Mariners,Peoria Stadium,US/Arizona,Spring Training
2023-03-10T20:10:00+00:00,2023-03-10,01:10 PM,San Francisco Giants,Colorado Rockies,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-10T20:10:00+00:00,2023-03-10,01:10 PM,Cleveland Guardians,Milwaukee Brewers,American Family Fields of Phoenix,US/Arizona,Spring Training
2023-03-10T23:05:00+00:00,2023-03-10,06:05 PM,New York Mets,St. Louis Cardinals,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-10T23:05:00+00:00,2023-03-10,06:05 PM,Minnesota Twins,Baltimore Orioles,Ed Smith Stadium,US/Eastern,Spring Training
2023-03-10T23:05:00+00:00,2023-03-10,06:05 PM,Miami Marlins,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-11T01:05:00+00:00,2023-03-10,06:05 PM,Arizona Diamondbacks,Cincinnati Reds,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-11T18:05:00+00:00,2023-03-11,01:05 PM,St. Louis Cardinals,Houston Astros,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-11T18:05:00+00:00,2023-03-11,01:05 PM,Boston Red Sox,Minnesota Twins,Hammond Stadium,US/Eastern,Spring Training
2023-03-11T18:05:00+00:00,2023-03-11,01:05 PM,Detroit Tigers,Atlanta Braves,CoolToday Park,US/Eastern,Spring Training
2023-03-11T18:05:00+00:00,2023-03-11,01:05 PM,New York Yankees,Pittsburgh Pirates,LECOM Park,US/Eastern,Spring Training
2023-03-11T18:05:00+00:00,2023-03-11,01:05 PM,Philadelphia Phillies,New York Yankees,George M. Steinbrenner Field,US/Eastern,Spring Training
2023-03-11T18:07:00+00:00,2023-03-11,01:07 PM,Baltimore Orioles,Toronto Blue Jays,TD Ballpark,US/Eastern,Spring Training
2023-03-11T20:05:00+00:00,2023-03-11,01:05 PM,Chicago Cubs,Los Angeles Dodgers,Camelback Ranch,US/Arizona,Spring Training
2023-03-11T20:05:00+00:00,2023-03-11,01:05 PM,Oakland Athletics,Cleveland Guardians,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-11T20:05:00+00:00,2023-03-11,01:05 PM,Los Angeles Dodgers,San Francisco Giants,Scottsdale Stadium,US/Arizona,Spring Training
2023-03-11T20:05:00+00:00,2023-03-11,01:05 PM,Cincinnati Reds,Texas Rangers,Surprise Stadium,US/Arizona,Spring Training
2023-03-11T20:10:00+00:00,2023-03-11,01:10 PM,Arizona Diamondbacks,Los Angeles Angels,Tempe Diablo Stadium,US/Arizona,Spring Training
2023-03-11T20:10:00+00:00,2023-03-11,01:10 PM,Seattle Mariners,Colorado Rockies,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-11T20:10:00+00:00,2023-03-11,01:10 PM,Chicago White Sox,San Diego Padres,Peoria Stadium,US/Arizona,Spring Training
2023-03-11T20:10:00+00:00,2023-03-11,01:10 PM,Kansas City Royals,Milwaukee Brewers,American Family Fields of Phoenix,US/Arizona,Spring Training
2023-03-11T23:10:00+00:00,2023-03-11,06:10 PM,Tampa Bay Rays,Miami Marlins,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-12T00:05:00+00:00,2023-03-11,07:05 PM,New York Mets,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,Boston Red Sox,Baltimore Orioles,Ed Smith Stadium,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,Washington Nationals,St. Louis Cardinals,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,Minnesota Twins,Detroit Tigers,Publix Field at Joker Marchant Stadium,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,Toronto Blue Jays,Philadelphia Phillies,BayCare Ballpark,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,Atlanta Braves,Pittsburgh Pirates,LECOM Park,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,Miami Marlins,Houston Astros,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-12T17:05:00+00:00,2023-03-12,01:05 PM,New York Yankees,Boston Red Sox,JetBlue Park,US/Eastern,Spring Training
2023-03-12T17:10:00+00:00,2023-03-12,01:10 PM,Tampa Bay Rays,New York Mets,Clover Park,US/Eastern,Spring Training
2023-03-12T20:05:00+00:00,2023-03-12,01:05 PM,Cleveland Guardians,Kansas City Royals,Surprise Stadium,US/Arizona,Spring Training
2023-03-12T20:05:00+00:00,2023-03-12,01:05 PM,Los Angeles Dodgers,Cincinnati Reds,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-12T20:05:00+00:00,2023-03-12,01:05 PM,San Diego Padres,Oakland Athletics,Hohokam Stadium,US/Arizona,Spring Training
2023-03-12T20:05:00+00:00,2023-03-12,01:05 PM,Oakland Athletics,San Francisco Giants,Scottsdale Stadium,US/Arizona,Spring Training
2023-03-12T20:05:00+00:00,2023-03-12,01:05 PM,Los Angeles Angels,Chicago White Sox,Camelback Ranch,US/Arizona,Spring Training
2023-03-12T20:05:00+00:00,2023-03-12,01:05 PM,Milwaukee Brewers,Chicago Cubs,Sloan Park,US/Arizona,Spring Training
2023-03-12T20:10:00+00:00,2023-03-12,01:10 PM,Colorado Rockies,Arizona Diamondbacks,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-12T20:10:00+00:00,2023-03-12,01:10 PM,Texas Rangers,Seattle Mariners,Peoria Stadium,US/Arizona,Spring Training
2023-03-13T17:05:00+00:00,2023-03-13,01:05 PM,Detroit Tigers,Baltimore Orioles,Ed Smith Stadium,US/Eastern,Spring Training
2023-03-13T17:05:00+00:00,2023-03-13,01:05 PM,Houston Astros,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-13T17:05:00+00:00,2023-03-13,01:05 PM,Detroit Tigers,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-13T17:05:00+00:00,2023-03-13,01:05 PM,Baltimore Orioles,Atlanta Braves,CoolToday Park,US/Eastern,Spring Training
2023-03-13T17:05:00+00:00,2023-03-13,01:05 PM,New York Yankees,Minnesota Twins,Hammond Stadium,US/Eastern,Spring Training
2023-03-13T17:07:00+00:00,2023-03-13,01:07 PM,Boston Red Sox,Toronto Blue Jays,TD Ballpark,US/Eastern,Spring Training
2023-03-13T17:10:00+00:00,2023-03-13,01:10 PM,New York Mets,Miami Marlins,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-13T20:05:00+00:00,2023-03-13,01:05 PM,Cleveland Guardians,Los Angeles Dodgers,Camelback Ranch,US/Arizona,Spring Training
2023-03-13T20:05:00+00:00,2023-03-13,01:05 PM,Arizona Diamondbacks,Texas Rangers,Surprise Stadium,US/Arizona,Spring Training
2023-03-13T20:05:00+00:00,2023-03-13,01:05 PM,Milwaukee Brewers,Cincinnati Reds,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-13T20:10:00+00:00,2023-03-13,01:10 PM,Oakland Athletics,Colorado Rockies,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-13T20:10:00+00:00,2023-03-13,01:10 PM,Seattle Mariners,Los Angeles Angels,Tempe Diablo Stadium,US/Arizona,Spring Training
2023-03-13T20:10:00+00:00,2023-03-13,01:10 PM,San Francisco Giants,San Diego Padres,Peoria Stadium,US/Arizona,Spring Training
2023-03-14T17:05:00+00:00,2023-03-14,01:05 PM,Boston Red Sox,Detroit Tigers,Publix Field at Joker Marchant Stadium,US/Eastern,Spring Training
2023-03-14T17:05:00+00:00,2023-03-14,01:05 PM,Baltimore Orioles,Pittsburgh Pirates,LECOM Park,US/Eastern,Spring Training
2023-03-14T17:05:00+00:00,2023-03-14,01:05 PM,St. Louis Cardinals,Houston Astros,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-14T17:05:00+00:00,2023-03-14,01:05 PM,Pittsburgh Pirates,Minnesota Twins,Hammond Stadium,US/Eastern,Spring Training
2023-03-14T17:05:00+00:00,2023-03-14,01:05 PM,Minnesota Twins,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-14T17:05:00+00:00,2023-03-14,01:05 PM,Atlanta Braves,Philadelphia Phillies,BayCare Ballpark,US/Eastern,Spring Training
2023-03-14T17:10:00+00:00,2023-03-14,01:10 PM,Washington Nationals,New York Mets,Clover Park,US/Eastern,Spring Training
2023-03-14T17:10:00+00:00,2023-03-14,01:10 PM,Houston Astros,Miami Marlins,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-14T20:05:00+00:00,2023-03-14,01:05 PM,Los Angeles Angels,Cleveland Guardians,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-14T20:05:00+00:00,2023-03-14,01:05 PM,Oakland Athletics,Chicago White Sox,Camelback Ranch,US/Arizona,Spring Training
2023-03-14T20:10:00+00:00,2023-03-14,01:10 PM,Kansas City Royals,Seattle Mariners,Peoria Stadium,US/Arizona,Spring Training
2023-03-14T20:10:00+00:00,2023-03-14,01:10 PM,San Francisco Giants,Arizona Diamondbacks,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-14T22:35:00+00:00,2023-03-14,06:35 PM,Toronto Blue Jays,New York Yankees,George M. Steinbrenner Field,US/Eastern,Spring Training
2023-03-15T01:05:00+00:00,2023-03-14,06:05 PM,Colorado Rockies,Chicago Cubs,Sloan Park,US/Arizona,Spring Training
2023-03-15T01:05:00+00:00,2023-03-14,06:05 PM,Cincinnati Reds,Kansas City Royals,Surprise Stadium,US/Arizona,Spring Training
2023-03-15T17:05:00+00:00,2023-03-15,01:05 PM,Tampa Bay Rays,Boston Red Sox,JetBlue Park,US/Eastern,Spring Training
2023-03-15T17:05:00+00:00,2023-03-15,01:05 PM,Houston Astros,Atlanta Braves,CoolToday Park,US/Eastern,Spring Training
2023-03-15T17:05:00+00:00,2023-03-15,01:05 PM,Philadelphia Phillies,New York Yankees,George M. Steinbrenner Field,US/Eastern,Spring Training
2023-03-15T17:07:00+00:00,2023-03-15,01:07 PM,Pittsburgh Pirates,Toronto Blue Jays,TD Ballpark,US/Eastern,Spring Training
2023-03-15T17:10:00+00:00,2023-03-15,01:10 PM,St. Louis Cardinals,New York Mets,Clover Park,US/Eastern,Spring Training
2023-03-15T17:10:00+00:00,2023-03-15,01:10 PM,Washington Nationals,Miami Marlins,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-15T20:05:00+00:00,2023-03-15,01:05 PM,Seattle Mariners,Oakland Athletics,Hohokam Stadium,US/Arizona,Spring Training
2023-03-15T20:05:00+00:00,2023-03-15,01:05 PM,Kansas City Royals,Texas Rangers,Surprise Stadium,US/Arizona,Spring Training
2023-03-15T20:05:00+00:00,2023-03-15,01:05 PM,Chicago White Sox,San Francisco Giants,Scottsdale Stadium,US/Arizona,Spring Training
2023-03-15T20:10:00+00:00,2023-03-15,01:10 PM,San Francisco Giants,Arizona Diamondbacks,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-16T01:05:00+00:00,2023-03-15,06:05 PM,Chicago Cubs,Cincinnati Reds,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-16T01:05:00+00:00,2023-03-15,06:05 PM,Colorado Rockies,Los Angeles Dodgers,Camelback Ranch,US/Arizona,Spring Training
2023-03-16T01:40:00+00:00,2023-03-15,06:40 PM,Cleveland Guardians,San Diego Padres,Peoria Stadium,US/Arizona,Spring Training
2023-03-16T01:40:00+00:00,2023-03-15,06:40 PM,Milwaukee Brewers,Arizona Diamondbacks,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-16T17:05:00+00:00,2023-03-16,01:05 PM,Houston Astros,St. Louis Cardinals,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-16T17:05:00+00:00,2023-03-16,01:05 PM,Tampa Bay Rays,Minnesota Twins,Hammond Stadium,US/Eastern,Spring Training
2023-03-16T17:05:00+00:00,2023-03-16,01:05 PM,Atlanta Braves,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-16T20:05:00+00:00,2023-03-16,01:05 PM,Arizona Diamondbacks,Chicago Cubs,Sloan Park,US/Arizona,Spring Training
2023-03-16T20:05:00+00:00,2023-03-16,01:05 PM,Oakland Athletics,Kansas City Royals,Surprise Stadium,US/Arizona,Spring Training
2023-03-16T20:05:00+00:00,2023-03-16,01:05 PM,Chicago White Sox,Cleveland Guardians,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-16T20:10:00+00:00,2023-03-16,01:10 PM,San Diego Padres,Colorado Rockies,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-16T20:10:00+00:00,2023-03-16,01:10 PM,San Francisco Giants,Seattle Mariners,Peoria Stadium,US/Arizona,Spring Training
2023-03-16T20:10:00+00:00,2023-03-16,01:10 PM,Los Angeles Angels,Milwaukee Brewers,American Family Fields of Phoenix,US/Arizona,Spring Training
2023-03-16T22:05:00+00:00,2023-03-16,06:05 PM,New York Mets,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-16T22:05:00+00:00,2023-03-16,06:05 PM,Toronto Blue Jays,Baltimore Orioles,Ed Smith Stadium,US/Eastern,Spring Training
2023-03-16T22:05:00+00:00,2023-03-16,06:05 PM,Philadelphia Phillies,Detroit Tigers,Publix Field at Joker Marchant Stadium,US/Eastern,Spring Training
2023-03-16T22:35:00+00:00,2023-03-16,06:35 PM,Pittsburgh Pirates,New York Yankees,George M. Steinbrenner Field,US/Eastern,Spring Training
2023-03-17T01:05:00+00:00,2023-03-16,06:05 PM,Texas Rangers,Los Angeles Dodgers,Camelback Ranch,US/Arizona,Spring Training
2023-03-17T17:05:00+00:00,2023-03-17,01:05 PM,Washington Nationals,Houston Astros,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-17T17:05:00+00:00,2023-03-17,01:05 PM,Tampa Bay Rays,Pittsburgh Pirates,LECOM Park,US/Eastern,Spring Training
2023-03-17T17:05:00+00:00,2023-03-17,01:05 PM,Baltimore Orioles,Minnesota Twins,Hammond Stadium,US/Eastern,Spring Training
2023-03-17T17:05:00+00:00,2023-03-17,01:05 PM,Toronto Blue Jays,Philadelphia Phillies,BayCare Ballpark,US/Eastern,Spring Training
2023-03-17T17:05:00+00:00,2023-03-17,01:05 PM,Atlanta Braves,Boston Red Sox,JetBlue Park,US/Eastern,Spring Training
2023-03-17T17:05:00+00:00,2023-03-17,01:05 PM,New York Yankees,Detroit Tigers,Publix Field at Joker Marchant Stadium,US/Eastern,Spring Training
2023-03-17T17:07:00+00:00,2023-03-17,01:07 PM,Philadelphia Phillies,Toronto Blue Jays,TD Ballpark,US/Eastern,Spring Training
2023-03-17T17:10:00+00:00,2023-03-17,01:10 PM,St. Louis Cardinals,Miami Marlins,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-17T20:05:00+00:00,2023-03-17,01:05 PM,Los Angeles Dodgers,Chicago Cubs,Sloan Park,US/Arizona,Spring Training
2023-03-17T20:05:00+00:00,2023-03-17,01:05 PM,San Francisco Giants,Oakland Athletics,Hohokam Stadium,US/Arizona,Spring Training
2023-03-17T20:05:00+00:00,2023-03-17,01:05 PM,Chicago Cubs,Chicago White Sox,Camelback Ranch,US/Arizona,Spring Training
2023-03-17T20:05:00+00:00,2023-03-17,01:05 PM,Milwaukee Brewers,Texas Rangers,Surprise Stadium,US/Arizona,Spring Training
2023-03-17T20:10:00+00:00,2023-03-17,01:10 PM,Arizona Diamondbacks,Colorado Rockies,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-17T20:10:00+00:00,2023-03-17,01:10 PM,Kansas City Royals,Los Angeles Angels,Tempe Diablo Stadium,US/Arizona,Spring Training
2023-03-17T22:10:00+00:00,2023-03-17,06:10 PM,Miami Marlins,New York Mets,Clover Park,US/Eastern,Spring Training
2023-03-18T01:05:00+00:00,2023-03-17,06:05 PM,Cleveland Guardians,Cincinnati Reds,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-18T01:40:00+00:00,2023-03-17,06:40 PM,Seattle Mariners,San Diego Padres,Peoria Stadium,US/Arizona,Spring Training
2023-03-18T17:05:00+00:00,2023-03-18,01:05 PM,Baltimore Orioles,Boston Red Sox,JetBlue Park,US/Eastern,Spring Training
2023-03-18T17:05:00+00:00,2023-03-18,01:05 PM,Detroit Tigers,St. Louis Cardinals,Roger Dean Chevrolet Stadium,US/Eastern,Spring Training
2023-03-18T17:05:00+00:00,2023-03-18,01:05 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-18T17:05:00+00:00,2023-03-18,01:05 PM,Minnesota Twins,Pittsburgh Pirates,LECOM Park,US/Eastern,Spring Training
2023-03-18T17:05:00+00:00,2023-03-18,01:05 PM,Miami Marlins,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-18T17:07:00+00:00,2023-03-18,01:07 PM,New York Yankees,Toronto Blue Jays,TD Ballpark,US/Eastern,Spring Training
2023-03-18T20:05:00+00:00,2023-03-18,01:05 PM,Colorado Rockies,Kansas City Royals,Surprise Stadium,US/Arizona,Spring Training
2023-03-18T20:05:00+00:00,2023-03-18,01:05 PM,Cincinnati Reds,Oakland Athletics,Hohokam Stadium,US/Arizona,Spring Training
2023-03-18T20:05:00+00:00,2023-03-18,01:05 PM,Chicago Cubs,San Francisco Giants,Scottsdale Stadium,US/Arizona,Spring Training
2023-03-18T20:05:00+00:00,2023-03-18,01:05 PM,Los Angeles Dodgers,Chicago White Sox,Camelback Ranch,US/Arizona,Spring Training
2023-03-18T20:10:00+00:00,2023-03-18,01:10 PM,Cleveland Guardians,Arizona Diamondbacks,Salt River Fields at Talking Stick,US/Arizona,Spring Training
2023-03-18T20:10:00+00:00,2023-03-18,01:10 PM,Texas Rangers,Los Angeles Angels,Tempe Diablo Stadium,US/Arizona,Spring Training
2023-03-18T20:10:00+00:00,2023-03-18,01:10 PM,Milwaukee Brewers,San Diego Padres,Peoria Stadium,US/Arizona,Spring Training
2023-03-18T22:05:00+00:00,2023-03-18,06:05 PM,Philadelphia Phillies,Atlanta Braves,CoolToday Park,US/Eastern,Spring Training
2023-03-18T23:05:00+00:00,2023-03-18,07:05 PM,New York Mets,Houston Astros,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-19T01:05:00+00:00,2023-03-18,06:05 PM,Seattle Mariners,Cleveland Guardians,Goodyear Ballpark,US/Arizona,Spring Training
2023-03-18T10:33:00+00:00,2023-03-18,03:33 AM,Kansas City Royals,Colorado Rockies,Las Vegas Ballpark,US/Pacific,Spring Training
2023-03-19T17:05:00+00:00,2023-03-19,01:05 PM,Detroit Tigers,Washington Nationals,The Ballpark of the Palm Beaches,US/Eastern,Spring Training
2023-03-19T17:05:00+00:00,2023-03-19,01:05 PM,Pittsburgh Pirates,Baltimore Orioles,Ed Smith Stadium,US/Eastern,Spring Training
2023-03-19T17:05:00+00:00,2023-03-19,01:05 PM,Toronto Blue Jays,Tampa Bay Rays,Tropicana Field,US/Eastern,Spring Training
2023-03-19T17:05:00+00:00,2023-03-19,01:05 PM,Boston Red Sox,Philadelphia Phillies,BayCare Ballpark,US/Eastern,Spring Training
